Demanda;Criado em;DRI Audiovisual;Data Entrega;Etapa;Área Demandadora
[YOUTUBE] [TG] ALPHA + JANTAR;December 8, 2025 3:58 PM;Iago Padilha;15/12/2025;Aprovado;
[ADs][ONLINE][INSERIR CARTELA DO G4 ONLINE];December 8, 2025 4:42 PM;Gui Juhas;08/12/2025;Aprovado;Educação
[PODCAST] [GE] [Trilha Onboarding] Rogério Melzi;December 8, 2025 7:22 PM;Erik Gomes;22/01/2026;Aprovado;Educação
[Manifesto] [BU] [G4 FLG] Alfredo Soares;December 9, 2025 9:20 AM;Pedro Augusto;10/12/2025;Aprovado;Matricial
[ADs] [G4 FLG] Alfredo Soares;December 9, 2025 9:47 AM;Pedro Kaigan;15/12/2025;Aprovado;Educação
[ADs] [ONLINE] [CYBER-WEEK] ALFREDO;December 9, 2025 10:09 AM;Pedro Kaigan;10/12/2025;Aprovado;Educação
[ADs] [PRESENCIAL] [G4-PELO-BRASIL] ALFREDO;December 9, 2025 10:33 AM;Pedro Kaigan;10/12/2025;Aprovado;
[REELS] [TOOLS] Cortes - Adriano Subirá;December 9, 2025 10:48 AM;Gabrieli Rodrigues;;Aprovado;Social G4
[REELS] [TG] Comex War Room;December 9, 2025 11:33 AM;Iago Padilha;;Aprovado;
[CURSO] [Trilha educacional] Sólides;December 9, 2025 2:45 PM;Thainá Vilhena;26/02/2026;Aprovado;Educação
[REELS] [TG] Cortes Podcast Canal ND+;December 9, 2025 3:39 PM;Gabrieli Rodrigues;10/12/2025;Aprovado;Social G4
[ADs] [CORPORATIVO] [FOUNDER LEAD GROWTH] ALFREDO;December 9, 2025 4:32 PM;Joyce Moraes;;Aprovado;Educação
[REELS REAL TIME] [G4 PELO  BRASIL] BRÁSILIA;December 10, 2025 8:05 AM;;;Aprovado;Social G4
[REELS] [SCALE] Depoimento Membros Kart;December 10, 2025 11:13 AM;Gabrieli Rodrigues;;Aprovado;Social G4
[YOUTUBE] [NARDON] MIAMI;December 10, 2025 3:22 PM;Pedro Augusto;15/12/2025;Aprovado;
[YOUTUBE] [NARDON] Meu ano em todas as provas do Iron;December 10, 2025 3:26 PM;Pedro Augusto;06/01/2026;Aprovado;
[YOUTUBE] [NARDON] Retrospectiva 2025;December 10, 2025 3:30 PM;Jasiel Viana;;Blocked;
[YOUTUBE] [NARDON] ESTRATÉGIAS PARA 2026;December 10, 2025 3:35 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [NARDON] O G4 como seu principal aliado nos negócios;December 10, 2025 3:37 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [NARDON] EP DISNEY;December 10, 2025 3:38 PM;Pedro Augusto;;Aprovado;
[ADs] [G4 founder Led Growth] Tallis Gomes e Alfredo Soares;December 10, 2025 4:36 PM;Joyce Moraes;11/12/2025;Aprovado;Educação
[YOUTUBE] [ALFREDO] VLOG CLASS 16;December 10, 2025 4:40 PM;Pedro Augusto;;Aprovado;
[REELS] [ALFREDO] G4 PELO BRASIL BSB;December 10, 2025 4:53 PM;Pedro Kaigan;10/12/2025;Aprovado;Social G4
[ONBOARDING] [GESTÃO] FOUNDER LED GROWTH;December 10, 2025 5:17 PM;Thainá Vilhena;17/12/2025;Aprovado;Educação
[REELS] [TG] PELO BRASIL - BRASÍLIA;December 10, 2025 6:33 PM;Pedro Augusto;10/12/2025;Aprovado;Social G4
[REELS] [NARDON] GE (10/12/2026);December 11, 2025 10:56 AM;Victor Molinari;15/12/2025;Aprovado;Social G4
[REELS-FOTO] [ALFREDO] DIÁRIA/REUNIÕES/MARCOS PAULO;December 11, 2025 3:10 PM;Pedro Kaigan;11/12/2025;Aprovado;Social G4
[REELS] [NARDON] PODCAST COM MARCOS PAULO;December 12, 2025 8:47 AM;Victor Molinari;15/12/2025;Aprovado;Social G4
[REELS] [ALFREDO] POKER;December 12, 2025 9:55 AM;Pedro Kaigan;15/12/2025;Aprovado;Social G4
[REELS] [TG] POKER ;December 12, 2025 10:36 AM;Iago Padilha;15/12/2025;Aprovado;Social G4
[AFTERMOVIE] TRACTION T89;December 12, 2025 3:56 PM;Joyce Moraes;;Aprovado;
[REELS] [G4] ROSTOS VALLEY;December 12, 2025 5:48 PM;Gabrieli Rodrigues;;Aprovado;Social G4
[ADs][ONLINE][INSERIR CARTELA + CTA];December 14, 2025 10:20 PM;Gui Juhas;15/12/2025;Aprovado;Educação
Journey - Aula 19;December 15, 2025 11:26 AM;Gui Juhas;;Aprovado;Educação
Journey - Aula 20;December 15, 2025 11:30 AM;Gui Juhas;15/12/2025;Aprovado;Educação
Journey - Aula 21;December 15, 2025 11:32 AM;Gui Juhas;15/12/2025;Aprovado;Educação
Journey - Aula 23;December 15, 2025 11:34 AM;Gui Juhas;15/12/2025;Aprovado;Educação
Journey - Aula 22;December 15, 2025 11:45 AM;Gui Juhas;;Aprovado;Educação
[REELS] [ALFREDO] Cortes YT Class;December 15, 2025 12:23 PM;Pedro Kaigan;15/12/2025;Aprovado;Social G4
[SCL] Mentoria Online 12;December 15, 2025 2:48 PM;Gui Juhas;17/12/2025;Aprovado;Comunidades
[ADs][ONLINE][INSERIR CARTELA + CTA] ;December 15, 2025 3:24 PM;Gui Juhas;15/12/2025;Aprovado;Educação
[REELS] [NARDON] Bastidores Papo de Gestão;December 15, 2025 4:17 PM;Victor Molinari;15/12/2025;Aprovado;Social G4
[REELS] [NARDON] CLUB - CORTES 01 E 02 (15/12/2026);December 15, 2025 4:42 PM;Victor Molinari;16/12/2025;Aprovado;Social G4
[YOUTUBE] [ALFREDO] VLOG FORMULA 1;December 15, 2025 7:22 PM;Pedro Augusto;28/12/2025;Aprovado;
[YOUTUBE] [ALFREDO] VLOG FORTALEZA;December 15, 2025 7:26 PM;Pedro Augusto;;Aprovado;
[REELS] [ALFREDO] VLOG do VALLEY;December 15, 2025 7:41 PM;Pedro Kaigan;15/12/2025;Aprovado;Social G4
[Toolkit] [Skills] Vídeos das ferramentas do produto aceleração de carreiras;December 15, 2025 8:36 PM;Thainá Vilhena;17/12/2025;Aprovado;Educação
[YOUTUBE] [NARDON] COMPILADO FECHAMENTO;December 16, 2025 10:17 AM;Pedro Augusto;;Aprovado;
[YOUTUBE] [TALLIS] RETROSPECTIVA 2025;December 16, 2025 10:19 AM;Pedro Augusto;;Aprovado;
[YOUTUBE] [TALLIS] COMPILADO DE FECHAMENTOS 2025;December 16, 2025 10:20 AM;Raffaella Lima;;Aprovado;
[REELS] [NARDON] Premiação IronMan;December 16, 2025 10:22 AM;Victor Molinari;16/12/2025;Aprovado;Social G4
[REELS] [NARDON] Almoço Evento Nardon - CORTES 1 E 2;December 16, 2025 10:28 AM;Victor Molinari;17/12/2025;Aprovado;Social G4
[REELS] [G4 Educação] Reels com influenciador Yann;December 16, 2025 10:40 AM;Pedro Augusto;;Aprovado;
[FOTOS] [DIRETORIA] OFFSITE;December 16, 2025 11:44 AM;Pedro Melo;16/12/2025;Aprovado;Social G4
[REELS] [TG] Cortes All Hands;December 16, 2025 2:31 PM;Gabrieli Rodrigues;;Aprovado;Social G4
[TRANSMISSÃO] [G4 Formação em IA] T02 - Aula 8;December 16, 2025 4:42 PM;Lucas Liberato;;Aprovado;Educação
[TIPO DEMANDA] [MATRICIAL] Treinamento de Vendas FLG;December 16, 2025 4:56 PM;Gabrieli Rodrigues;;Aprovado;
[REELS] [ALREDO] Brutos com Cor do Dia 15 e 16 para clipadores;December 16, 2025 7:21 PM;Pedro Kaigan;16/12/2025;Aprovado;Social G4
[YOUTUBE] [TG] BP 2026;December 16, 2025 7:49 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [TG] O ÚLTIMO DIA ÚTIL de 2025;December 16, 2025 7:55 PM;Pedro Augusto;;Aprovado;
[REELS] [NARDON] Mentoria com Nardon ;December 17, 2025 10:13 AM;Victor Molinari;17/12/2025;Aprovado;Social G4
[REELS] [TG] Cortes Flow;December 17, 2025 11:08 AM;Pedro Augusto;;Aprovado;
[ADs] [G4 FLG] Tallis Gomes;December 17, 2025 2:48 PM;Gustavo Cairo;19/12/2025;Aprovado;Educação
[TRANSMISSÃO] [Estratégia Estruturação] Bootcamp 01 [T01] Aula 01;December 17, 2025 4:09 PM;Thainá Vilhena;03/02/2026;Aprovado;Educação
[TRANSMISSÃO] [Estratégia Estruturação] Bootcamp 01 [T01] Aula 02;December 17, 2025 4:26 PM;Lucas Liberato;;Aprovado;Educação
[TRANSMISSÃO] [Estratégia Estruturação] Bootcamp 01 [T01] Aula 03;December 17, 2025 4:38 PM;Joyce Moraes;;Aprovado;Educação
[TRANSMISSÃO] [Estratégia Estruturação] Bootcamp 01 [T01] Aula 04;December 17, 2025 4:40 PM;Joyce Moraes;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 1] [Estratégia Evolução] T01  Aula 01;December 17, 2025 4:46 PM;Lucas Liberato;11/02/2026;Aprovado;Educação
[YOUTUBE] [ALFREDO] FINAL DE ANO;December 17, 2025 4:47 PM;Pedro Augusto;;Aprovado;
[TRANSMISSÃO] [Bootcamp 1] [Estratégia Evolução] T01 | Aula 02;December 17, 2025 4:49 PM;Gui Juhas;11/02/2026;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 1] [Estratégia Evolução] T01 | Aula 03;December 17, 2025 4:51 PM;Gui Juhas;13/02/2026;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 1] [Estratégia Evolução] T01 | Aula 04;December 17, 2025 4:54 PM;Gui Juhas;13/02/2026;Aprovado;Educação
[TRANSMISSÃO] [Estratégia Evolução] Bootcamp 01 T01 Aula 05;December 17, 2025 4:58 PM;Erik Gomes;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Estruturação] T01 Aula 01;December 17, 2025 5:03 PM;Thainá Vilhena;04/03/2026;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Estruturação] T01 Aula 02;December 17, 2025 5:07 PM;Thainá Vilhena;10/03/2026;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Estruturação] T01 Aula 03;December 17, 2025 5:10 PM;;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Estruturação] T01 Aula 04;December 17, 2025 5:13 PM;;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Evolução] T01 Aula 1;December 17, 2025 5:35 PM;;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Evolução] T01 | Aula 2;December 17, 2025 5:38 PM;;;Aprovado;Educação
[YOUTUBE] [NARDON] VIRGIN GALACTIC;December 17, 2025 5:40 PM;Pedro Augusto;06/01/2026;Aprovado;
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Evolução] T01 | Aula 3;December 17, 2025 6:54 PM;;;Aprovado;Educação
[TRANSMISSÃO] [Bootcamp 2] [Pessoas Evolução] T01 | Aula 4;December 17, 2025 6:58 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 2] [Pessoas Evolução] T01 Aula 5;December 17, 2025 7:02 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Estruturação] T01 Aula 1;December 17, 2025 7:07 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Estruturação] T01 Aula 2;December 17, 2025 7:13 PM;;;Aprovado;Educação
[YOUTUBE] [TG] ÚLTIMO DIA ÚTIL DE 2025;December 17, 2025 7:14 PM;Rafael Yaguiu;;Aprovado;
[ADVISOR] [Bootcamp 3] [Receita Estruturação] T01 Aula 3;December 17, 2025 7:15 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Estruturação] T01  Aula 4;December 17, 2025 7:23 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Evolução] T01 Aula 2;December 17, 2025 7:28 PM;;;Aprovado;Educação
[ADs] [CORPORATIVO] [FOUNDER LED GROWTH] Rafael Furlanetti ;December 18, 2025 1:58 PM;Erik Gomes;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Evolução] T01 Aula 1;December 18, 2025 3:12 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Evolução] T01 Aula 3;December 18, 2025 3:14 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Evolução] T01 Aula 4;December 18, 2025 3:17 PM;;;Aprovado;Educação
[ADVISOR] [Bootcamp 3] [Receita Evolução] T01 Aula 5;December 18, 2025 3:21 PM;;;Aprovado;Educação
[TRANSMISSÃO] [Aumento de Receita] T04 a 07 Aula 01;December 18, 2025 3:42 PM;;;Aprovado;Educação
[JOURNEY] [Aumento de Receita] T04 a 07 Aula 02;December 18, 2025 3:47 PM;;;Aprovado;Educação
[JOURNEY] [Aumento de Receita] T04 a 07 Aula 03;December 18, 2025 3:51 PM;;;Aprovado;Educação
[JOURNEY] [Aumento de Receita] T04 a 07 Aula 04;December 18, 2025 3:56 PM;;;Aprovado;Educação
[JOURNEY] [Aumento de Receita] T04 a 07 Aula 05;December 18, 2025 4:01 PM;;;Aprovado;Educação
[JOURNEY] [Aumento de Receita] T04 a 07 Aula 06;December 18, 2025 4:01 PM;;;Aprovado;Educação
[JOURNEY] [Cultura] T04 a 07 Aula 3;December 18, 2025 4:02 PM;;;Aprovado;Educação
[REELS] [TOOLS] Reels THIAGO MENDONÇA;December 18, 2025 4:13 PM;Pedro Augusto;;Aprovado;G4 Tools
[JOURNEY] [Cultura] T04 a 07 Aula 1;December 18, 2025 9:42 PM;;;Aprovado;Educação
[JOURNEY] [Cultura] T04 a 07 Aula 2;December 18, 2025 9:43 PM;;;Aprovado;Educação
[JOURNEY] [Cultura] T04 a 07 Aula 4;December 18, 2025 9:43 PM;;;Aprovado;Educação
[JOURNEY] [Cultura] T04 a 07 Aula 5;December 18, 2025 9:44 PM;;;Aprovado;Educação
[JOURNEY] [Cultura] T04 a 07 Aula 6;December 18, 2025 9:44 PM;;;Aprovado;Educação
[TRANSMISSÃO] [G4 Bootcamps] Sincrono | Aula 01;December 18, 2025 11:31 PM;;;Cancelado;Educação
[G4 Bootcamps] Sincrono | Aula 02;December 18, 2025 11:32 PM;;;Aprovado;Educação
[SOCIAL] [ALFREDO] Fechamento 2025;December 19, 2025 1:17 PM;Pedro Augusto;;Aprovado;
Copa Scale;December 19, 2025 4:59 PM;Jasiel Viana;;Aprovado;Comunidades
[REELS] [G4] META DE 500 MILHOES BATIDA;December 19, 2025 10:36 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [ALFREDO] FUTEBOL TCAR;December 26, 2025 7:07 PM;Pedro Augusto;28/12/2025;Aprovado;
[YOUTUBE] [ALFREDO] VLOG FÉRIAS;December 28, 2025 6:45 PM;Pedro Augusto;;Aprovado;
[AFTERMOVIE] [Scale] Compilado 2025;January 5, 2026 1:59 PM;Lucas Liberato;19/01/2026;Aprovado;Comunidades
[REELS] [NARDON] ESTRATÉGIAS 2026;January 5, 2026 4:05 PM;Victor Molinari;06/01/2026;Aprovado;Social G4
[TRANSMISSÃO] [Founder Led Growth] [T01] Aula 01;January 6, 2026 2:26 PM;Erik Gomes;;Aprovado;Educação
[TRANSMISSÃO] [Founder Led Growth] [T01] Aula 02;January 6, 2026 2:37 PM;Joyce Moraes;;Aprovado;Educação
[TRANSMISSÃO] Founder Led Growth - T01 Aula 03;January 6, 2026 2:39 PM;Gui Juhas;13/02/2026;Aprovado;Educação
[TRANSMISSÃO]  Founder Led Growth - T01 Aula 04;January 6, 2026 2:41 PM;;;Aprovado;Educação
[TRANSMISSÃO] Founder Led Growth - T01 Aula 05;January 6, 2026 2:42 PM;;;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10 - Aula 01;January 6, 2026 2:45 PM;Thainá Vilhena;21/01/2026;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10 - Aula 02;January 6, 2026 2:48 PM;Lucas Liberato;28/01/2026;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10 Aula 03;January 6, 2026 2:48 PM;Lucas Liberato;04/02/2026;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10]Aula 04;January 6, 2026 2:49 PM;Gui Juhas;11/02/2026;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10 Aula 05;January 6, 2026 2:50 PM;;;Aprovado;Educação
[TRANSMISSÃO] [GEMP] T10 Aula 06;January 6, 2026 2:51 PM;;;Aprovado;Educação
[GEMP] T10 Aula 07;January 6, 2026 2:52 PM;;;Aprovado;Educação
[GEMP] T10 Aula 08;January 6, 2026 2:53 PM;;;Aprovado;Educação
[GEMP] T11 Aula 01;January 6, 2026 4:40 PM;;;Aprovado;Educação
[GEMP] T11 Aula 02;January 6, 2026 4:41 PM;;;Aprovado;Educação
[GEMP] T11 Aula 03;January 6, 2026 4:43 PM;;;Aprovado;Educação
[GEMP] T11 Aula 04;January 6, 2026 4:44 PM;;;Aprovado;Educação
[GEMP] T11 Aula 05;January 6, 2026 4:48 PM;;;Aprovado;Educação
[GEMP] T11 Aula 06;January 6, 2026 4:49 PM;;;Aprovado;Educação
[GEMP] T11 Aula 07;January 6, 2026 4:50 PM;;;Aprovado;Educação
[GEMP] T11 Aula 08;January 6, 2026 4:50 PM;;;Aprovado;Educação
[TRANSMISSÃO] [G4 Formação em IA] T02 - Aula 9 (extra);January 6, 2026 5:30 PM;Gustavo Cairo;;Aprovado;Educação
[TRANSMISSÃO] [G4 Formação em IA] T02 - Aula 10 (extra);January 6, 2026 5:48 PM;Thainá Vilhena;22/01/2026;Aprovado;Educação
[MANIFESTO] [CORPORATIVO] FRONTIER - Manifesto;January 7, 2026 10:35 AM;Wilson Silva;;Aprovado;Matricial
 [ADs]  [Sprints de Finanças] Giovanni Colaccico;January 8, 2026 10:19 AM;Mayara Alvares;;Aprovado;Educação
[TRANSMISSÃO] [G4 Monitorias] Rodolpho Tobler;January 8, 2026 2:47 PM;Erik Gomes;14/01/2026;Aprovado;Educação
[YOUTUBE] [NARDON] CORTES FECHAMENTO;January 9, 2026 9:30 AM;Victor Molinari;;Aprovado;
[ASSETS] [FRONTIER] CountDown (Animação BG);January 9, 2026 1:53 PM;Gustavo Cairo;27/01/2026;Aprovado;Matricial
[ADs] [Reunião Estratégica] Motion Faceless;January 12, 2026 9:30 AM;Wilson Silva;12/01/2026;Aprovado;Matricial
[INTEGRA] Treinamento Oratória e Metodologia;January 12, 2026 10:28 AM;Gui Juhas;30/01/2026;Aprovado;Matricial
[MANIFESTO LP] [Reunião Estratégica] Oferta VIP (Alfredo);January 12, 2026 11:17 AM;Erik Gomes;14/01/2026;Aprovado;Matricial
[ASSETS] [FRONTIER] CountDown (Depoimentos);January 13, 2026 10:40 AM;Raffaella Lima;;Aprovado;Matricial
[YOUTUBE] [G4 PODCASTS] Episódios Antigos | Corte 1;January 13, 2026 1:31 PM;Raffaella Lima;;Aprovado;Podcast
[ASSETS] [FRONTIER] KV ANIMADO;January 13, 2026 2:33 PM;Wilson Silva;27/01/2026;Aprovado;Matricial
[ASSETS] [FRONTIER] VIDEO ABERTURA 01;January 13, 2026 2:33 PM;Wilson Silva;29/01/2026;Aprovado;Matricial
[ASSETS] [FRONTIER] VIDEO ABERTURA 02;January 13, 2026 2:34 PM;Raffaella Lima;;Aprovado;Matricial
[ASSETS] [FRONTIER] VIDEO PÓS ALMOÇO 01;January 13, 2026 2:34 PM;Lucas Liberato;;Aprovado;Matricial
[ASSETS] [FRONTIER] VIDEO PÓS ALMOÇO 02;January 13, 2026 2:34 PM;Joyce Moraes;;Aprovado;Matricial
[ASSETS] [FRONTIER] HINO NACIONAL;January 13, 2026 2:34 PM;Gustavo Cairo;;Aprovado;Matricial
[ASSETS] [FRONTIER] VÍDEO PRODUTO CONSULTING;January 13, 2026 2:34 PM;Raffaella Lima;;Aprovado;Matricial
[ASSETS] [FRONTIER] VÍDEO PRODUTO TOOLS;January 13, 2026 2:35 PM;Joyce Moraes;;Aprovado;Matricial
[ASSETS] [FRONTIER] VÍDEO PRODUTO CLUB;January 13, 2026 2:35 PM;Wilson Silva;;Cancelado;Matricial
[ASSETS] [FRONTIER] TELA PATROCINADORES;January 13, 2026 2:36 PM;Wilson Silva;;Aprovado;Matricial
[ASSETS] [FRONTIER] VINHETA PALESTRANTES;January 13, 2026 2:38 PM;Gustavo Cairo;;Aprovado;Matricial
[ADs] Sales com Yago Martins;January 14, 2026 9:17 AM;Mayara Alvares;;Aprovado;Educação
[ADs] Sales com Manoel Gonçalves;January 14, 2026 9:22 AM;Mayara Alvares;;Aprovado;Educação
[VÍDEO] [SKILLS] ENCERRAMENTO JOURNEY DAY 2026;January 14, 2026 1:11 PM;Lucas Liberato;;Aprovado;Educação
[YOUTUBE] [G4 PODCASTS] Episódios Antigos | Corte 2;January 14, 2026 2:41 PM;Raffaella Lima;;Aprovado;Podcast
[YOUTUBE] [G4 PODCASTS] Episódios Antigos | Corte 3;January 14, 2026 2:41 PM;Raffaella Lima;;Aprovado;Podcast
[YOUTUBE] [G4 PODCASTS] Episódios Antigos | Corte 4;January 14, 2026 2:41 PM;Raffaella Lima;;Aprovado;Podcast
[CASES] [Journey Day 2026] Cases de Sucesso + Vídeo com as melhores frasesu;January 16, 2026 11:19 AM;Erik Gomes;;Blocked;Educação
[ADs] [Upsell cursos online] Alfredo ;January 16, 2026 1:17 PM;;;Produção Blocked;Educação
[TRACTION] Cortar gravação TRA-084;January 17, 2026 9:41 AM;Erik Gomes;26/01/2026;Aprovado;
[TRACTION] Cortar gravação TRA-085 em módulos;January 17, 2026 9:45 AM;Erik Gomes;;Aprovado;
[SKILLS] Conteúdo Para Totem | Imersões;January 19, 2026 12:33 PM;Erik Gomes;;Aprovado;Educação
 Podcast Papo de Gestão Fernando Fonseca ;January 19, 2026 3:40 PM;Erik Gomes;;Aprovado;Podcast
 Podcast Papo de Gestão Rafael Catolé ;January 19, 2026 3:42 PM;Erik Gomes;;Aprovado;Podcast
 Podcast Extremos Cristina Pirv ;January 19, 2026 3:43 PM;Gustavo Cairo;;Cancelado;Podcast
Podcast Papo de Gestão Sergio Bronstein ;January 19, 2026 3:43 PM;;;Aprovado;Podcast
 Podcast Extremos Matheus Lins ;January 19, 2026 3:44 PM;Gustavo Cairo;;Cancelado;Podcast
 Podcast Papo de Gestão Victor Meireles ;January 19, 2026 3:45 PM;;;Aprovado;Podcast
 Podcast Extremos André Adolfo ;January 19, 2026 3:46 PM;;;Aprovado;Podcast
 Podcast Papo de Gestão Marcello Bastos ;January 19, 2026 3:46 PM;;;Aprovado;Podcast
 Podcast Extremos Thiago Fernandes ;January 19, 2026 3:46 PM;;;Aprovado;Podcast
 Podcast Extremos Monica Hauck e Alessandro Garcia ;January 19, 2026 3:48 PM;;;Aprovado;Podcast
 Podcast Papo de Gestão Pietro Balthar e Eduardo Nogueira ;January 19, 2026 3:48 PM;;;Aprovado;Podcast
 Podcast Extremos Yuri Villas Boas ;January 19, 2026 3:48 PM;;;Aprovado;Podcast
 Podcast Extremos Alexandre Bonilha Farkuh ;January 19, 2026 3:48 PM;;;Aprovado;Podcast
 Podcast Papo de Gestão Bernardo Nicolau  ;January 19, 2026 3:48 PM;;;Aprovado;Podcast
[ADs] [Reunião Estratégica 26.01] FACELESS e Tallis;January 20, 2026 9:12 AM;Erik Gomes;20/01/2026;Aprovado;
[CURSO] [Reforma Tributária] Conta Azul;January 20, 2026 9:37 AM;Thainá Vilhena;02/03/2026;Aprovado;Educação
 Podcast Extremos Gabriel Lima ;January 20, 2026 9:38 AM;;;Aprovado;Podcast
[CURSO] NR-1 com Leandro Rubio;January 20, 2026 9:38 AM;Thainá Vilhena;03/02/2026;Aprovado;Educação
[PODCAST] [PESSOAS] Saúde psicológica em ambientes de alta performance ;January 20, 2026 10:01 AM;Gui Juhas;;Aprovado;Educação
[SCALE] [CASE] Luiz Eduardo Silveira Menezes;January 20, 2026 10:45 AM;Erik Gomes;;Blocked;Educação
[AFTERMOVIE] SCALE EXPERIENCE;January 20, 2026 1:42 PM;Erik Gomes;18/02/2026;Aprovado;Comunidades
[Podcasts] Extremos teste podcast ;January 20, 2026 2:20 PM;;;;Podcast
Podcast Papo de Gestão In Hsieh ;January 20, 2026 2:23 PM;Gustavo Cairo;;Aprovado;Podcast
[CURSO] [Patrimonium] Desmistificando a contabilidade;January 20, 2026 4:06 PM;Thainá Vilhena;04/03/2026;Aprovado;Educação
[Podcasts] Extremos Arthurito Faria Lima ;January 20, 2026 4:23 PM;;;Aprovado;Podcast
[ADs] [FRONTIER] [VIRADA DE LOTE HOJE] ALFREDO;January 20, 2026 4:55 PM;Erik Gomes;20/01/2026;Aprovado;Matricial
[CURSO] Como Resolver Dores do Negócio com Método com Manoel Lins;January 21, 2026 5:08 PM;;;Produção Blocked;Educação
[SCALE] Mentoria Online 13;January 21, 2026 6:03 PM;Erik Gomes;26/01/2026;Aprovado;Comunidades
[AFTERMOVIE] Team 6 - Rebrand;January 21, 2026 6:31 PM;Thainá Vilhena;;Aprovado;Matricial
[REELS] [REUNIÃO ESTRATÉGICA] G4 VALLEY - NAPOLE;January 22, 2026 9:17 AM;Thainá Vilhena;22/01/2026;Aprovado;Social G4
[DEPOIMENTO COUNTDOWN] [CORPORATIVO] DEPOIMENTOS REUNIÃO ESTRATÉGICA;January 22, 2026 4:43 PM;Raffaella Lima;26/01/2026;Aprovado;Matricial
Como Resolver Dores do Negócio com Método - Manoel Lins;January 23, 2026 9:36 AM;;;Aprovado;
[UPSELL] [Reunião Estratégica] Misa;January 23, 2026 1:08 PM;Erik Gomes;;Aprovado;Matricial
[REELS] Pilulas Case;January 26, 2026 11:47 AM;Erik Gomes;02/02/2026;Aprovado;Matricial
Trilha 07;January 26, 2026 2:42 PM;Gui Juhas;;Aprovado;Comunidades
[ADs] Upsell produtos online com TG;January 26, 2026 5:19 PM;;;Aprovado;Educação
[ADs][ONLINE][SEMANA DO CONSUMIDOR][IA FACELESS];January 26, 2026 6:05 PM;Gustavo Cairo;28/01/2026;Aprovado;Educação
[TRANSMISSÃO] [Reunião Estratégica] 26.01;January 27, 2026 10:47 AM;;;Aprovado;Educação
[ADs + regras do jogo] Frontier com TG;January 27, 2026 11:06 AM;Pedro Augusto;;Aprovado;Educação
Vídeo nova marca G4 com Alfredo;January 27, 2026 11:38 AM;;;Aprovado;Educação
Club: Trilha 10 - Autoconhecimento através dos seus pontos fortes;January 27, 2026 1:19 PM;Gui Juhas;13/02/2026;Aprovado;Comunidades
Club: Talks 34;January 27, 2026 1:29 PM;Gui Juhas;13/02/2026;Aprovado;Comunidades
[Podcasts]  Podcast Extremos com Yago Martins e Rafael Milagre ;January 27, 2026 2:51 PM;;;Aprovado;Podcast
[TRANSMISSÃO] [G4 Aceleração de Carreira] Dia 1;January 27, 2026 3:49 PM;Gui Juhas;03/02/2026;Aprovado;Educação
[Podcasts] Jogo de IA Episódio Piloto 2 - Jogo da IA;January 27, 2026 6:16 PM;;;Aprovado;Podcast
[Podcasts] Extremos Eric, Lucas e Camila ;January 28, 2026 9:47 AM;;;Aprovado;Podcast
[CURSO] Como ser protagonista na sua carreira com Cleonildo Scarabello;January 28, 2026 4:03 PM;;;Aprovado;Educação
[GE] Edição de aulas para Skills;January 28, 2026 4:54 PM;Lucas Liberato;06/02/2026;Aprovado;Educação
PTZ - Aula Manoel Lins - Traction T92;January 29, 2026 10:36 AM;;;Aprovado;Educação
[TRANSMISSÃO] [G4 Aceleração de Carreira] Dia 2;January 29, 2026 11:09 AM;Lucas Liberato;;Aprovado;
Cases: Scale Meeting - Marketing B2;January 29, 2026 2:34 PM;;;Aprovado;Comunidades
[ONLINE] [ADVISOR] Bootcamp Estratégia: Aula 05 - IA para Estratégia;January 29, 2026 4:25 PM;;;Cancelado;Educação
